FID,oid,idk,men,men_occ5,pt_men_occ5,geometry
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_440e,44272,N15339E19004-N15339E19004,50,28,56,"MULTIPOLYGON (((675568.8491186636 7043365.148612399, 675768.389632031 7043384.330927345, 675749.3839108892 7043583.570058625, 675549.8433655314 7043564.387757543, 675568.8491186636 7043365.148612399)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_440f,44273,N15339E19005-N15339E19005,50,38,76,"MULTIPOLYGON (((675768.389632031 7043384.330927345, 675967.9301518592 7043403.513205306, 675948.9244627081 7043602.7523227185, 675749.3839108892 7043583.570058625, 675768.389632031 7043384.330927345)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4410,44274,N15339E19006-N15339E19008,48,34,70.833333,"MULTIPOLYGON (((675967.9301518592 7043403.513205306, 676566.561744843 7043461.059733202, 676547.5561516674 7043660.298809005, 675948.9244627081 7043602.7523227185, 675967.9301518592 7043403.513205306)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4411,44275,N15339E19010-N15339E19011,16,14,87.5,"MULTIPOLYGON (((676766.1022905037 7043480.241863221, 677165.18340119 7043518.606012328, 677146.177903991 7043717.845046507, 676747.09672932 7043679.480925152, 676766.1022905037 7043480.241863221)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4412,44276,N15339E19028-N15339E19028,25,18,72,"MULTIPOLYGON (((680357.8033842123 7043825.43728413, 680557.3440775237 7043844.607920023, 680538.339325161 7044043.8470097305, 680338.7985775445 7044024.676365332, 680357.8033842123 7043825.43728413)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4413,44277,N15339E19029-N15339E19029,52,38,73.076923,"MULTIPOLYGON (((680557.3440775237 7043844.607920023, 680756.8847817458 7043863.77852348, 680737.8800836892 7044063.017621687, 680538.339325161 7044043.8470097305, 680557.3440775237 7043844.607920023)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4414,44278,N15339E19030-N15339E19030,29,24,82.758621,"MULTIPOLYGON (((680756.8847817458 7043863.77852348, 680956.4254968754 7043882.949094498, 680937.4208531259 7044082.188201203, 680737.8800836892 7044063.017621687, 680756.8847817458 7043863.77852348)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4415,44279,N15339E19034-N15339E19035,44,27,61.363636,"MULTIPOLYGON (((681555.0376288379 7043940.450702334, 681954.1191571716 7043978.791552417, 681935.1247797253 7044178.030617448, 681536.0432268512 7044139.699745114, 681555.0376288379 7043940.450702334)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4416,44280,N15339E19036-N15339E19036,39,28,71.794872,"MULTIPOLYGON (((681954.1191571716 7043978.791552417, 682153.6598535797 7043997.951934066, 682134.6656145367 7044197.201002316, 681935.1247797253 7044178.030617448, 681954.1191571716 7043978.791552417)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4417,44281,N15339E19037-N15339E19038,59,48,81.355932,"MULTIPOLYGON (((682153.6598535797 7043997.951934066, 682552.7413631217 7044036.282594758, 682533.7472327126 7044235.531679986, 682134.6656145367 7044197.201002316, 682153.6598535797 7043997.951934066)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4418,44282,N15339E19071-N15340E19072,26,19,73.076923,"MULTIPOLYGON (((688937.9256938535 7044649.313476785, 689337.0109114562 7044687.612807567, 689299.1741743465 7045086.082445443, 688900.0890020578 7045047.79274541, 688937.9256938535 7044649.313476785)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4419,44283,N15339E19073-N15339E19073,20,17,85,"MULTIPOLYGON (((689337.0109114562 7044687.612807567, 689536.5534431901 7044706.75243195, 689517.6899587398 7044905.971753346, 689318.1474296602 7044886.831981743, 689337.0109114562 7044687.612807567)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_441a,44284,N15339E19082-N15348E19086,32,26,81.25,"MULTIPOLYGON (((691133.0036557037 7044859.868161982, 692130.7064332047 7044955.565471059, 691940.9574090772 7046948.157056531, 690943.2234943374 7046852.447890906, 691133.0036557037 7044859.868161982)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_441b,44285,N15339E19087-N15339E19088,53,38,71.698113,"MULTIPOLYGON (((692130.7064332047 7044955.565471059, 692529.7815770516 7044993.844264066, 692510.8087519548 7045193.1053732, 692111.7335653693 7045154.826495652, 692130.7064332047 7044955.565471059)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_441c,44286,N15339E19089-N15339E19089,17,12,70.588235,"MULTIPOLYGON (((692529.7815770516 7044993.844264066, 692729.3241527762 7045012.983579629, 692710.3512648809 7045212.234736197, 692510.8087519548 7045193.1053732, 692529.7815770516 7044993.844264066)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_441d,44287,N15339E19122-N15339E19125,34,20,58.823529,"MULTIPOLYGON (((699114.5460945539 7045625.080593245, 699912.7101042446 7045701.545842859, 699893.7479588315 7045900.808475505, 699095.5838650572 7045824.343048035, 699114.5460945539 7045625.080593245)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_441e,44288,N15339E19130-N15339E19130,51,34,66.666667,"MULTIPOLYGON (((700710.7024930404 7045778.110199899, 700910.2452569469 7045797.221090519, 700891.2833832431 7045996.483516249, 700691.7505711628 7045977.372544213, 700710.7024930404 7045778.110199899)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_441f,44289,N15339E19131-N15339E19131,48,36,75,"MULTIPOLYGON (((700910.2452569469 7045797.221090519, 701109.77803443 7045816.332030519, 701090.8262828547 7046015.604364285, 700891.2833832431 7045996.483516249, 700910.2452569469 7045797.221090519)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4420,44290,N15339E19132-N15339E19132,75,33,44,"MULTIPOLYGON (((701109.77803443 7045816.332030519, 701309.3208152204 7045835.442851607, 701290.3691066904 7046034.715182637, 701090.8262828547 7046015.604364285, 701109.77803443 7045816.332030519)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4421,44291,N15339E19149-N15339E19151,20,16,80,"MULTIPOLYGON (((704501.976132348 7046141.171534316, 705100.5947659399 7046198.482214958, 705081.6538702457 7046397.754409618, 704483.0251126162 7046340.443821439, 704501.976132348 7046141.171534316)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4422,44292,N15339E19160-N15340E19161,19,14,73.684211,"MULTIPOLYGON (((706696.917929791 7046351.282458443, 707095.9937227977 7046389.472219035, 707058.1128686474 7046788.026582385, 706659.0368190992 7046749.826837994, 706696.917929791 7046351.282458443)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4423,44293,N15339E19167-N15340E19167,27,13,48.148148,"MULTIPOLYGON (((708093.526014807 7046485.0373905925, 708293.0683758238 7046504.138034724, 708255.1981099247 7046902.682152921, 708055.6557397259 7046883.591498881, 708093.526014807 7046485.0373905925)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4424,44294,N15339E19168-N15339E19168,30,22,73.333333,"MULTIPOLYGON (((708293.0683758238 7046504.138034724, 708492.6106615979 7046523.228650201, 708473.6705824223 7046722.5007370105, 708274.1382447535 7046703.410034964, 708293.0683758238 7046504.138034724)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4425,44295,N15339E19174-N15341E19178,16,11,68.75,"MULTIPOLYGON (((709490.3023208131 7046618.691384553, 710487.9941216753 7046714.143280253, 710431.2054129164 7047311.979450588, 709433.5028316851 7047216.517608245, 709490.3023208131 7046618.691384553)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4426,44296,N15339E19179-N15340E19181,18,14,77.777778,"MULTIPOLYGON (((710487.9941216753 7046714.143280253, 711086.6112251465 7046771.404000939, 711048.7523472449 7047169.958096965, 710450.1349632831 7047112.697361953, 710487.9941216753 7046714.143280253)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4427,44297,N15339E19187-N15340E19188,38,28,73.684211,"MULTIPOLYGON (((712084.3032181357 7046866.834556853, 712483.3780625215 7046905.004560831, 712445.529833991 7047303.558605996, 712046.4448077428 7047265.388676704, 712084.3032181357 7046866.834556853)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4428,44298,N15339E19189-N15339E19189,24,17,70.833333,"MULTIPOLYGON (((712483.3780625215 7046905.004560831, 712682.9204534567 7046924.084472648, 712663.9914351287 7047123.366520379, 712464.4489974383 7047104.286606185, 712483.3780625215 7046905.004560831)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4429,44299,N15339E19190-N15339E19190,33,24,72.727273,"MULTIPOLYGON (((712682.9204534567 7046924.084472648, 712882.4528585364 7046943.1644349145, 712863.533881811 7047142.4464008175, 712663.9914351287 7047123.366520379, 712682.9204534567 7046924.084472648)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_442a,44300,N15339E19191-N15340E19199,19,13,68.421053,"MULTIPOLYGON (((712882.4528585364 7046943.1644349145, 714678.1776499329 7047114.935852877, 714640.3303586332 7047513.50056388, 712844.6049013768 7047341.72848448, 712882.4528585364 7046943.1644349145)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_442b,44301,N15340E18614-N15340E18615,30,16,53.333333,"MULTIPOLYGON (((597726.2486972037 7036041.457293895, 598125.3502001618 7036080.258745595, 598106.1661559696 7036279.40378447, 597707.0646431461 7036240.612350642, 597726.2486972037 7036041.457293895)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_442c,44302,N15340E18616-N15340E18616,59,31,52.542373,"MULTIPOLYGON (((598125.3502001618 7036080.258745595, 598324.9009252322 7036099.654418704, 598305.716927787 7036298.799445907, 598106.1661559696 7036279.40378447, 598125.3502001618 7036080.258745595)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_442d,44303,N15340E18617-N15340E18617,36,20,55.555556,"MULTIPOLYGON (((598324.9009252322 7036099.654418704, 598524.4516605687 7036119.050054832, 598505.267709871 7036318.19507036, 598305.716927787 7036298.799445907, 598324.9009252322 7036099.654418704)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_442e,44304,N15340E18619-N15340E18620,16,7,43.75,"MULTIPOLYGON (((598724.0024061685 7036138.445653978, 599123.1039281476 7036177.236741333, 599103.9202013403 7036376.39171636, 598704.8185858574 7036337.600652359, 598724.0024061685 7036138.445653978)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_442f,44305,N15340E18625-N15340E18626,25,15,60,"MULTIPOLYGON (((599921.3070951495 7036254.81847235, 600320.3986617486 7036293.5992048895, 600301.2252101934 7036492.754026427, 599902.1234717059 7036453.963406116, 599921.3070951495 7036254.81847235)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4430,44306,N15340E18631-N15341E18632,58,36,62.068966,"MULTIPOLYGON (((601118.7813299753 7036370.984662928, 601517.8781917656 7036409.762840497, 601479.5318554438 7036808.072818357, 601080.4349101778 7036769.284620383, 601118.7813299753 7036370.984662928)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4431,44307,N15340E18633-N15341E18633,11,8,72.727273,"MULTIPOLYGON (((601517.8781917656 7036409.762840497, 601717.4266634496 7036429.156877479, 601679.0802433759 7036827.456873748, 601479.5318554438 7036808.072818357, 601517.8781917656 7036409.762840497)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4432,44308,N15340E18634-N15340E18635,22,16,72.727273,"MULTIPOLYGON (((601717.4266634496 7036429.156877479, 602116.5234374304 7036467.924864262, 602097.350268849 7036667.079856245, 601698.2534113035 7036628.301862006, 601717.4266634496 7036429.156877479)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4433,44309,N15340E18636-N15340E18636,24,19,79.166667,"MULTIPOLYGON (((602116.5234374304 7036467.924864262, 602316.0619124533 7036487.318886558, 602296.8986547614 7036686.463807033, 602097.350268849 7036667.079856245, 602116.5234374304 7036467.924864262)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4434,44310,N15340E18637-N15340E18637,17,15,88.235294,"MULTIPOLYGON (((602316.0619124533 7036487.318886558, 602515.6102977298 7036506.702798175, 602496.4471236481 7036705.85771964, 602296.8986547614 7036686.463807033, 602316.0619124533 7036487.318886558)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4435,44311,N15340E18638-N15340E18638,25,18,72,"MULTIPOLYGON (((602515.6102977298 7036506.702798175, 602715.1586823247 7036526.086677078, 602695.9955081942 7036725.241605003, 602496.4471236481 7036705.85771964, 602515.6102977298 7036506.702798175)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4436,44312,N15340E18639-N15340E18639,44,31,70.454545,"MULTIPOLYGON (((602715.1586823247 7036526.086677078, 602914.7070662406 7036545.470523272, 602895.5438920603 7036744.625457654, 602695.9955081942 7036725.241605003, 602715.1586823247 7036526.086677078)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4437,44313,N15340E18640-N15341E18640,17,11,64.705882,"MULTIPOLYGON (((602914.7070662406 7036545.470523272, 603114.2554494796 7036564.854336754, 603075.919106974 7036963.164334578, 602876.3707238367 7036943.780508183, 602914.7070662406 7036545.470523272)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4438,44314,N15340E18643-N15340E18644,20,18,90,"MULTIPOLYGON (((603513.3522139359 7036603.621865577, 603912.4489757125 7036642.389263553, 603893.2758066793 7036841.544313671, 603494.1790450072 7036802.776902783, 603513.3522139359 7036603.621865577)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4439,44315,N15340E18718-N15344E18720,18,5,27.777778,"MULTIPOLYGON (((618479.8169780386 7038055.502622905, 619078.4516127099 7038113.523192347, 618982.7730617977 7039109.396764683, 618384.1279356276 7039051.365851135, 618479.8169780386 7038055.502622905)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_443a,44316,N15340E18741-N15341E18742,22,18,81.818182,"MULTIPOLYGON (((623069.5488468864 7038500.136684501, 623468.6362688394 7038538.785128236, 623430.3840540047 7038937.149527406, 623031.296443275 7038898.491005917, 623069.5488468864 7038500.136684501)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_443b,44317,N15340E18743-N15342E18747,15,12,80,"MULTIPOLYGON (((623468.6362688394 7038538.785128236, 624466.359957352 7038635.410675578, 624408.9969709015 7039232.952507457, 623411.2628939047 7039136.3267321335, 623468.6362688394 7038538.785128236)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_443c,44318,N15340E18789-N15341E18791,16,12,75,"MULTIPOLYGON (((632647.8595981279 7039427.182958782, 633246.4991859237 7039485.0858725, 633208.2890045799 7039883.471617909, 632609.6493204234 7039825.568630277, 632647.8595981279 7039427.182958782)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_443d,44319,N15340E18908-N15341E18909,14,1,7.142857,"MULTIPOLYGON (((656393.832941015 7041720.153556847, 656792.9150791917 7041758.622792978, 656754.8085884011 7042157.06102642, 656355.7163961614 7042118.5918040415, 656393.832941015 7041720.153556847)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_443e,44320,N15340E18910-N15342E18910,14,3,21.428571,"MULTIPOLYGON (((656792.9150791917 7041758.622792978, 656992.4661474439 7041777.857281327, 656935.3014540176 7042375.514771739, 656735.7603360562 7042356.280146812, 656792.9150791917 7041758.622792978)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_443f,44321,N15340E18938-N15342E18938,58,29,50,"MULTIPOLYGON (((662380.1144583337 7042297.013742814, 662579.65553309 7042316.237648903, 662522.5326977199 7042913.916024005, 662322.9915608664 7042894.692072338, 662380.1144583337 7042297.013742814)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4440,44322,N15340E18940-N15341E18941,27,19,70.37037,"MULTIPOLYGON (((662779.2065228557 7042335.451445221, 663178.2886093151 7042373.889107415, 663140.2134825691 7042772.338030104, 662741.1213185462 7042733.900391134, 662779.2065228557 7042335.451445221)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4441,44323,N15340E18949-N15340E18951,11,8,72.727273,"MULTIPOLYGON (((664575.0159474295 7042508.4256793, 665173.648212689 7042566.067369398, 665154.6209368113 7042765.296810803, 664555.9786038235 7042707.655184947, 664575.0159474295 7042508.4256793)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4442,44324,N15340E18952-N15340E18952,34,18,52.941176,"MULTIPOLYGON (((665173.648212689 7042566.067369398, 665373.1989741344 7042585.281144418, 665354.1617278296 7042784.51067638, 665154.6209368113 7042765.296810803, 665173.648212689 7042566.067369398)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4443,44325,N15340E18953-N15340E18956,64,40,62.5,"MULTIPOLYGON (((665373.1989741344 7042585.281144418, 666171.3720009881 7042662.126173218, 666152.3448467393 7042861.3556474885, 665354.1617278296 7042784.51067638, 665373.1989741344 7042585.281144418)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4444,44326,N15340E18958-N15340E18958,12,8,66.666667,"MULTIPOLYGON (((666370.9227031184 7042681.329789241, 666570.4634993748 7042700.543451159, 666551.4363937788 7042899.772938566, 666351.8855784428 7042880.559354071, 666370.9227031184 7042681.329789241)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4445,44327,N15340E18959-N15340E18959,31,18,58.064516,"MULTIPOLYGON (((666570.4634993748 7042700.543451159, 666770.0042166023 7042719.747085474, 666750.9771353323 7042918.976579449, 666551.4363937788 7042899.772938566, 666570.4634993748 7042700.543451159)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4446,44328,N15340E18960-N15340E18960,23,14,60.869565,"MULTIPOLYGON (((666770.0042166023 7042719.747085474, 666969.5549335068 7042738.950602949, 666950.5179657665 7042938.19018224, 666750.9771353323 7042918.976579449, 666770.0042166023 7042719.747085474)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4447,44329,N15340E18961-N15340E18961,65,35,53.846154,"MULTIPOLYGON (((666969.5549335068 7042738.950602949, 667169.0957445396 7042758.164166322, 667150.0687119234 7042957.3936734265, 666950.5179657665 7042938.19018224, 666969.5549335068 7042738.950602949)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_4448,44330,N15340E18963-N15340E18963,15,12,80,"MULTIPOLYGON (((667368.6364765392 7042777.367702091, 667568.1872082154 7042796.571121012, 667549.1502294987 7042995.800725242, 667349.6094682495 7042976.597215758, 667368.6364765392 7042777.367702091)))"
